model,subject,idx,gold,pred,correct,raw,gen_tps,prompt_tps,prompt_tokens,total_ms,error
qwen2.5:1.5b-instruct-q8_0,college_mathematics,56,B,A,0,A,38.46597684348194,272.58309654397675,165,1511.6333961486816,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,57,D,D,1,D,40.5449237755433,263.5972239460834,138,1510.3731155395508,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,58,C,B,0,B,41.27200313667224,263.6817888172553,160,1547.605276107788,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,59,A,A,1,A,42.27436060029592,271.1916197969882,142,1448.967456817627,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,60,B,A,0,A,38.27384939240264,304.227960972668,113,1284.1031551361084,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,61,A,C,0,C,49.44498009839551,223.7385523142889,207,1885.7498168945312,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,62,A,A,1,A,39.943280541630884,277.03114951437095,168,1428.2174110412598,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,63,D,C,0,C,38.71991946256752,269.1009564454417,142,1467.7481651306152,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,64,B,D,0,D,15.704750687082843,321.5133661625044,117,1410.139799118042,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,65,D,A,0,A,48.66298450083944,252.76662275334834,151,1524.2397785186768,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,66,C,B,0,B,38.61898509307176,269.61241851692887,143,1165.130615234375,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,67,D,D,1,D,41.57053480493026,255.99925527489376,176,1674.8764514923096,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,68,A,C,0,C,48.779298065900825,334.1030806269346,136,902.0235538482666,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,69,A,D,0,D,37.835792659856224,267.76450112126383,120,1342.473030090332,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,70,D,C,0,C,38.67275117951891,239.77349967619872,224,1927.3855686187744,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,71,D,A,0,A,48.577882490102255,214.1929238446795,231,2051.1507987976074,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,72,D,B,0,B,37.9982520804043,291.70415813058025,130,1156.1391353607178,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,73,D,A,0,A,47.17982590644241,248.9478676960006,190,1650.688886642456,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,74,C,A,0,A,19.4829232177996,259.25117345267984,152,1160.0944995880127,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,75,D,C,0,C,40.10829238945152,250.2506208140401,169,1309.056043624878,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,76,D,B,0,B,44.45531129831736,288.8609448234404,150,1028.9602279663086,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,77,C,C,1,C,49.20654447041456,265.2607208223096,137,1015.2401924133301,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,78,B,C,0,C,49.09421179242967,269.95533113225866,139,994.7750568389893,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,79,B,B,1,B,49.04845987835982,276.37139709579725,144,1012.0420455932617,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,80,C,B,0,B,37.3238779509191,290.777000881278,130,942.8629875183105,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,81,B,C,0,C,38.58024691358025,287.3484578966093,147,1005.8200359344482,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,82,B,A,0,A,36.33192849876472,300.0635589174798,110,1358.5593700408936,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,83,C,C,1,C,38.665274716776864,303.6550478656246,133,1374.7076988220215,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,84,C,C,1,C,8.365890590882852,264.1011129975476,161,1781.123161315918,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,85,B,B,1,B,49.66969651815427,256.5650467853909,153,1577.6214599609375,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,86,A,A,1,A,39.800202981035206,253.60140134382598,194,1357.8031063079834,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,87,C,C,1,C,43.76750700280112,333.3342911904919,116,1123.9430904388428,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,88,C,C,1,C,41.527376923236645,252.21013555058462,153,1422.942876815796,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,89,C,A,0,A,38.44527315366576,300.94891507916117,130,940.2973651885986,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,90,B,C,0,C,13.184089440862767,258.17983218310906,156,1699.4431018829346,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,91,C,D,0,D,39.38558487593541,265.68695307833025,157,1163.92183303833,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,92,C,B,0,B,38.309772823047155,283.7104796668681,150,1522.3767757415771,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,93,B,A,0,A,38.618239394466,267.68674041821924,162,1533.433198928833,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,94,D,D,1,D,38.64510269936042,317.88127588461816,105,1324.6943950653076,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,95,D,C,0,C,41.62330905306972,289.51241284470075,132,1415.6334400177002,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,96,C,A,0,A,43.041298125551464,254.83145546820316,154,1495.9707260131836,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,97,C,C,1,C,48.59794916654517,259.92245646715395,156,1464.3256664276123,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,98,D,C,0,C,41.749295480638764,253.4182284398607,152,1122.6675510406494,
qwen2.5:1.5b-instruct-q8_0,college_mathematics,99,A,B,0,B,16.663056337793478,244.8558411235385,168,1687.5910758972168,
qwen2.5:1.5b-instruct-q8_0,formal_logic,0,D,D,1,D,47.93404275716614,189.56903266219484,276,2226.2167930603027,
qwen2.5:1.5b-instruct-q8_0,formal_logic,1,A,A,1,A,39.42129538376631,282.5395103251239,125,1022.8042602539062,
qwen2.5:1.5b-instruct-q8_0,formal_logic,2,C,A,0,A,21.02629337987153,243.17941221950116,184,1727.3311614990234,
qwen2.5:1.5b-instruct-q8_0,formal_logic,3,A,C,0,C,49.454761257140035,257.0344064867148,185,1214.416742324829,
qwen2.5:1.5b-instruct-q8_0,formal_logic,4,B,A,0,A,47.66898655734579,241.68532355083215,224,1468.9977169036865,
qwen2.5:1.5b-instruct-q8_0,formal_logic,5,D,D,1,D,18.296252927400467,398.75028037129084,176,1008.2435607910156,
qwen2.5:1.5b-instruct-q8_0,formal_logic,6,D,B,0,B,24.16830809759163,375.36150424664163,193,1048.6786365509033,
qwen2.5:1.5b-instruct-q8_0,formal_logic,7,B,B,1,B,40.52028040034037,280.01188158524565,148,1066.748857498169,
qwen2.5:1.5b-instruct-q8_0,formal_logic,8,D,C,0,C,42.163848716110806,282.0431279907929,149,1445.2970027923584,
qwen2.5:1.5b-instruct-q8_0,formal_logic,9,D,D,1,D,38.54752910338448,279.9305591612919,124,1329.9927711486816,
qwen2.5:1.5b-instruct-q8_0,formal_logic,10,A,A,1,A,49.19928169048732,219.6280388189854,203,1772.2959518432617,
qwen2.5:1.5b-instruct-q8_0,formal_logic,11,B,D,0,D,24.0633346969223,245.77102068969162,186,1462.9309177398682,
qwen2.5:1.5b-instruct-q8_0,formal_logic,12,D,B,0,B,38.66079022655223,261.5252457764627,137,1173.4986305236816,
qwen2.5:1.5b-instruct-q8_0,formal_logic,13,C,B,0,B,42.37916640179688,254.00815706607486,194,1669.8672771453857,
qwen2.5:1.5b-instruct-q8_0,formal_logic,14,D,B,0,B,39.291958900610986,352.50506015328284,186,1241.7101860046387,
qwen2.5:1.5b-instruct-q8_0,formal_logic,15,B,A,0,A,49.10506027646149,244.87902117129502,228,1899.1668224334717,
qwen2.5:1.5b-instruct-q8_0,formal_logic,16,D,B,0,B,15.211323309071274,316.99515196924926,143,1158.8222980499268,
qwen2.5:1.5b-instruct-q8_0,formal_logic,17,D,D,1,D,38.83118143869527,267.5947690178116,162,1590.0685787200928,
qwen2.5:1.5b-instruct-q8_0,formal_logic,18,B,B,1,B,38.86362753099374,261.9286680927227,138,1486.3696098327637,
qwen2.5:1.5b-instruct-q8_0,formal_logic,19,B,B,1,B,38.04595951909907,275.3415815439892,122,1314.3823146820068,
qwen2.5:1.5b-instruct-q8_0,formal_logic,20,B,B,1,B,49.654898455732656,254.95395139400978,195,1757.187843322754,
qwen2.5:1.5b-instruct-q8_0,formal_logic,21,D,D,1,D,38.430498443564815,322.9603261181604,135,928.5399913787842,
qwen2.5:1.5b-instruct-q8_0,formal_logic,22,B,B,1,B,49.34494584392194,247.3749309192347,188,1660.2797508239746,
qwen2.5:1.5b-instruct-q8_0,formal_logic,23,C,B,0,B,40.88391013716552,375.8427990038268,198,1053.3490180969238,
qwen2.5:1.5b-instruct-q8_0,formal_logic,24,D,D,1,D,48.038815362813146,263.2955942981506,158,1480.0448417663574,
qwen2.5:1.5b-instruct-q8_0,formal_logic,25,A,A,1,A,13.441040874205298,248.7855337759097,190,1421.2281703948975,
qwen2.5:1.5b-instruct-q8_0,formal_logic,26,D,C,0,C,38.82288997592981,328.47667815585095,146,1403.9485454559326,
qwen2.5:1.5b-instruct-q8_0,formal_logic,27,A,D,0,D,7.6962446174389205,362.36523691330206,133,1479.5928001403809,
qwen2.5:1.5b-instruct-q8_0,formal_logic,28,A,A,1,A,38.241648979904014,283.3281614700684,126,1404.278039932251,
qwen2.5:1.5b-instruct-q8_0,formal_logic,29,A,B,0,B,39.76617489163718,244.59137460352525,186,1715.205430984497,
qwen2.5:1.5b-instruct-q8_0,formal_logic,30,B,B,1,B,49.27200610972876,320.07897275589494,214,1157.5524806976318,
qwen2.5:1.5b-instruct-q8_0,formal_logic,31,A,B,0,B,39.08463778311934,364.13188331262415,194,1171.0081100463867,
qwen2.5:1.5b-instruct-q8_0,formal_logic,32,D,A,0,A,34.93388761768353,253.16624361254904,152,1536.5121364593506,
qwen2.5:1.5b-instruct-q8_0,formal_logic,33,B,B,1,B,38.93701937116714,280.07397930435593,169,1612.623691558838,
qwen2.5:1.5b-instruct-q8_0,formal_logic,34,D,B,0,B,38.243111459548345,295.90351178287784,125,922.1882820129395,
qwen2.5:1.5b-instruct-q8_0,formal_logic,35,C,A,0,A,49.721559268098645,220.79355802324827,204,1822.7441310882568,
qwen2.5:1.5b-instruct-q8_0,formal_logic,36,B,B,1,B,39.55539733396622,366.2503178597318,193,1225.581407546997,
qwen2.5:1.5b-instruct-q8_0,formal_logic,37,D,D,1,D,36.662939267841104,290.0877416073245,146,1023.277997970581,
qwen2.5:1.5b-instruct-q8_0,formal_logic,38,B,B,1,B,37.830782908052285,312.5917646278737,132,918.1268215179443,
qwen2.5:1.5b-instruct-q8_0,formal_logic,39,D,D,1,D,49.065305922182425,218.19839770728848,201,1891.3755416870117,
qwen2.5:1.5b-instruct-q8_0,formal_logic,40,A,A,1,A,47.86979415988512,225.23728378605412,244,1852.3547649383545,
qwen2.5:1.5b-instruct-q8_0,formal_logic,41,A,C,0,C,38.576526183817144,287.0915621786911,129,1071.0976123809814,
qwen2.5:1.5b-instruct-q8_0,formal_logic,42,C,C,1,C,37.88883416057288,270.17187214280887,164,1557.3654174804688,
qwen2.5:1.5b-instruct-q8_0,formal_logic,43,A,C,0,C,14.411921541499128,437.26718938315264,160,1394.4368362426758,
qwen2.5:1.5b-instruct-q8_0,formal_logic,44,A,B,0,B,40.72490327835472,317.8166868339335,218,1640.3682231903076,
qwen2.5:1.5b-instruct-q8_0,formal_logic,45,A,A,1,A,15.767772250297616,260.5760049080645,158,1635.8051300048828,
qwen2.5:1.5b-instruct-q8_0,formal_logic,46,D,D,1,D,38.86966999650173,293.25679646275546,155,1490.0891780853271,
qwen2.5:1.5b-instruct-q8_0,formal_logic,47,A,A,1,A,48.31267966277749,283.074332416366,273,1799.2653846740723,
qwen2.5:1.5b-instruct-q8_0,formal_logic,48,D,B,0,B,14.308505691208138,326.09037503703695,197,1393.7454223632812,
qwen2.5:1.5b-instruct-q8_0,formal_logic,49,B,B,1,B,48.37695321948624,214.63077984817113,311,2399.383783340454,
qwen2.5:1.5b-instruct-q8_0,formal_logic,50,B,B,1,B,38.39877123932034,383.0753400143164,137,858.9205741882324,
qwen2.5:1.5b-instruct-q8_0,formal_logic,51,A,B,0,B,12.86587327114828,336.07759106800495,149,1506.44850730896,
qwen2.5:1.5b-instruct-q8_0,formal_logic,52,D,D,1,D,37.430052589223884,293.84254077345634,131,1406.7027568817139,
qwen2.5:1.5b-instruct-q8_0,formal_logic,53,D,B,0,B,40.79634464751958,251.92827660553013,172,1636.3332271575928,
qwen2.5:1.5b-instruct-q8_0,formal_logic,54,B,D,0,D,15.34424820855902,297.40394025638983,172,1179.7938346862793,
qwen2.5:1.5b-instruct-q8_0,formal_logic,55,B,B,1,B,39.26804366606456,282.9834149080191,125,1402.9757976531982,
qwen2.5:1.5b-instruct-q8_0,formal_logic,56,B,C,0,C,37.887398651208606,267.16669717644385,162,1441.296100616455,
qwen2.5:1.5b-instruct-q8_0,formal_logic,57,B,B,1,B,49.50372515531794,324.83056443105323,214,1156.1293601989746,
qwen2.5:1.5b-instruct-q8_0,formal_logic,58,B,B,1,B,41.5092773234818,296.3210944427354,131,1007.2174072265625,
qwen2.5:1.5b-instruct-q8_0,formal_logic,59,D,A,0,A,48.424977603447864,249.59539273178217,190,1639.739990234375,
qwen2.5:1.5b-instruct-q8_0,formal_logic,60,C,B,0,B,48.66890543631674,308.9675861313165,234,1502.8953552246094,
qwen2.5:1.5b-instruct-q8_0,formal_logic,61,D,D,1,D,47.85833931562575,208.2975483844893,268,2008.9828968048096,
qwen2.5:1.5b-instruct-q8_0,formal_logic,62,D,B,0,B,49.40589412316889,448.2550249140638,181,904.1893482208252,
qwen2.5:1.5b-instruct-q8_0,formal_logic,63,A,A,1,A,38.12937296246163,320.59537575422115,117,1016.9367790222168,
qwen2.5:1.5b-instruct-q8_0,formal_logic,64,D,C,0,C,37.922599973454176,339.5355154149124,110,1280.6167602539062,
qwen2.5:1.5b-instruct-q8_0,formal_logic,65,D,C,0,C,14.818546893291643,313.0331345572929,140,1478.5752296447754,
qwen2.5:1.5b-instruct-q8_0,formal_logic,66,D,D,1,D,14.717894752334624,287.3641242861151,127,1396.7208862304688,
qwen2.5:1.5b-instruct-q8_0,formal_logic,67,A,B,0,B,43.533150494101264,246.81353171685868,187,1719.203233718872,
qwen2.5:1.5b-instruct-q8_0,formal_logic,68,D,B,0,B,42.60213862735909,267.01289338508934,160,1131.6766738891602,
qwen2.5:1.5b-instruct-q8_0,formal_logic,69,A,A,1,A,48.33836858006042,215.5515415411858,279,2193.6330795288086,
qwen2.5:1.5b-instruct-q8_0,formal_logic,70,D,D,1,D,47.739533107366206,232.7270675684253,297,1770.7734107971191,
qwen2.5:1.5b-instruct-q8_0,formal_logic,71,C,B,0,B,39.178812098417175,355.5743317578926,202,1073.8084316253662,
qwen2.5:1.5b-instruct-q8_0,formal_logic,72,A,C,0,C,39.06326295435458,251.72574868946904,194,1737.5717163085938,
qwen2.5:1.5b-instruct-q8_0,formal_logic,73,A,B,0,B,14.427828395409065,360.9212091069037,189,1573.9545822143555,
qwen2.5:1.5b-instruct-q8_0,formal_logic,74,D,D,1,D,36.67773111555319,280.48680042473717,126,1412.0073318481445,
qwen2.5:1.5b-instruct-q8_0,formal_logic,75,D,D,1,D,39.06555199624971,264.43745888823884,160,1464.21217918396,
qwen2.5:1.5b-instruct-q8_0,formal_logic,76,C,C,1,C,39.3956704158213,287.5346181985476,152,1475.8987426757812,
qwen2.5:1.5b-instruct-q8_0,formal_logic,77,B,A,0,A,49.24895345973898,225.7098738303508,208,1819.4684982299805,
qwen2.5:1.5b-instruct-q8_0,formal_logic,78,B,B,1,B,40.97772860450345,254.7473683301526,236,1624.7589588165283,
qwen2.5:1.5b-instruct-q8_0,formal_logic,79,C,B,0,B,38.864382736441186,313.917533863854,140,1407.0603847503662,
qwen2.5:1.5b-instruct-q8_0,formal_logic,80,D,A,0,A,38.50077964078773,268.7181709827717,186,1659.7235202789307,
qwen2.5:1.5b-instruct-q8_0,formal_logic,81,A,B,0,B,39.52959778634252,377.95191843835585,199,1486.208438873291,
qwen2.5:1.5b-instruct-q8_0,formal_logic,82,B,B,1,B,41.77458434288579,255.29070241789248,194,1599.165916442871,
qwen2.5:1.5b-instruct-q8_0,formal_logic,83,A,A,1,A,44.245829830538476,224.80398750679478,244,1998.2426166534424,
qwen2.5:1.5b-instruct-q8_0,formal_logic,84,D,C,0,C,47.91566842357451,279.0298572437095,266,1442.0793056488037,
qwen2.5:1.5b-instruct-q8_0,formal_logic,85,B,B,1,B,37.93482796555518,354.2194280922513,147,920.5148220062256,
qwen2.5:1.5b-instruct-q8_0,formal_logic,86,C,C,1,C,27.18499388337638,301.71557768985167,158,1507.293462753296,
qwen2.5:1.5b-instruct-q8_0,formal_logic,87,D,D,1,D,12.342326775443707,371.2154305630288,198,1611.499309539795,
qwen2.5:1.5b-instruct-q8_0,formal_logic,88,A,A,1,A,48.96200548374461,215.28107577709076,233,2034.1076850891113,
qwen2.5:1.5b-instruct-q8_0,formal_logic,89,A,C,0,C,49.14850219939547,258.9753455471039,175,1163.9549732208252,
qwen2.5:1.5b-instruct-q8_0,formal_logic,90,D,B,0,B,38.46523704202327,371.83536799370154,196,1172.3041534423828,
qwen2.5:1.5b-instruct-q8_0,formal_logic,91,A,D,0,D,38.62569767666429,281.14708062446607,147,1434.6961975097656,
qwen2.5:1.5b-instruct-q8_0,formal_logic,92,C,D,0,D,38.61898509307176,266.14431409287374,150,1159.8148345947266,
qwen2.5:1.5b-instruct-q8_0,formal_logic,93,A,A,1,A,38.10104396860474,292.16244231792876,146,1016.9370174407959,
qwen2.5:1.5b-instruct-q8_0,formal_logic,94,C,C,1,C,38.51486673856108,271.20456846005465,142,1357.9590320587158,
qwen2.5:1.5b-instruct-q8_0,formal_logic,95,D,B,0,B,38.62644366333192,336.5253260297342,202,1564.927101135254,
qwen2.5:1.5b-instruct-q8_0,formal_logic,96,D,C,0,C,38.048130885570245,355.87870558702195,130,1286.057472229004,
qwen2.5:1.5b-instruct-q8_0,formal_logic,97,D,B,0,B,49.44375772558715,220.7772652994488,239,2018.7311172485352,
qwen2.5:1.5b-instruct-q8_0,formal_logic,98,D,D,1,D,48.757892683878204,224.57915818618156,207,1572.7996826171875,
qwen2.5:1.5b-instruct-q8_0,formal_logic,99,C,C,1,C,16.02332996843404,378.69395667560804,168,1259.1519355773926,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,0,B,A,0,A,49.25137903861308,195.73018231904018,243,1722.3021984100342,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,1,C,B,0,B,49.62040391008782,262.6289554362214,199,1437.0465278625488,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,2,D,A,0,A,14.310962913139612,260.8832621236882,159,1344.4499969482422,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,3,D,A,0,A,48.51189754287239,250.1952181109734,190,1716.8188095092773,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,4,D,D,1,D,41.343669250645995,271.15588841964984,142,1237.2591495513916,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,5,D,D,1,D,46.38972003803957,222.62445190827873,322,1934.4310760498047,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,6,D,D,1,D,49.08095904193968,221.2517288765749,199,1390.7897472381592,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,7,D,D,1,D,48.03766152663689,226.59682429400098,257,1917.5848960876465,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,8,C,C,1,C,25.68383202773854,279.65632505134903,148,1261.6705894470215,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,9,D,D,1,D,38.27531433601899,261.48048757892974,175,1176.037073135376,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,10,A,A,1,A,18.23885605894798,291.872689741251,152,1531.3944816589355,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,11,C,B,0,B,41.9129049834444,242.3999704904384,184,1642.5654888153076,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,12,D,A,0,A,41.440470763747875,248.7411591601235,189,1586.5914821624756,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,13,C,C,1,C,23.678166362796865,256.4162334786359,154,1592.5467014312744,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,14,D,C,0,C,48.78286745694912,269.50743122800185,184,1193.540096282959,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,15,D,A,0,A,33.74786966572735,272.81717838833254,144,1215.4719829559326,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,16,B,D,0,D,47.41246473697935,250.74199836093916,190,1733.3240509033203,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,17,D,A,0,A,37.93842593470797,268.15157981217976,141,1164.1783714294434,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,18,D,B,0,B,49.1871818204176,237.4462388408326,221,1898.0205059051514,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,19,D,D,1,D,48.661800486618006,256.6648529017062,175,1374.2284774780273,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,20,D,D,1,D,38.44749034006805,252.79683901663492,173,1244.2047595977783,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,21,D,C,0,C,48.86868983042565,243.85775052429418,185,1690.1226043701172,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,22,C,D,0,D,48.85197850512946,275.3696307736153,143,1004.8084259033203,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,23,B,A,0,A,43.17509660427865,269.666192958569,163,1116.7161464691162,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,24,A,A,1,A,38.609293256886936,238.36042233618866,223,1816.9467449188232,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,25,D,B,0,B,48.982390830496435,226.801206582419,210,1878.9827823638916,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,26,A,A,1,A,38.47633705271258,283.05253701219584,161,1086.4613056182861,
qwen2.5:1.5b-instruct-q8_0,high_school_statistics,27,A,A,1,A,48.44374470146542,240.6214047778388,224,1791.4791107177734,
